task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-CONTENT-L-01,content,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,3852,4507,8359,1536,40.59,4,""
t-CONTENT-L-01,content,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,4457,3181,7638,1664,28.67,4,""
t-CONTENT-L-01,content,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,3423,3330,6753,1152,31.16,4,""
t-CONTENT-L-01,content,low_coupling,team_last,deepseek-v4-flash,0,0.5833,False,2611,1774,4385,1152,21.5,3,""
t-CONTENT-L-01,content,low_coupling,team_last,deepseek-v4-flash,1,0.7917,False,2502,4045,6547,1152,38.77,3,""
t-CONTENT-L-01,content,low_coupling,team_last,deepseek-v4-flash,2,0.375,False,2851,3934,6785,1152,40.61,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,3407,8677,12084,0,76.72,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.5833,False,3731,18291,22022,0,157.41,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.5833,False,3715,8415,12130,0,77.23,3,""
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,0,0.5833,False,477,1508,1985,384,17.36,1,""
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,1,0.5833,False,477,1842,2319,384,18.47,1,""
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,2,0.375,False,477,4083,4560,384,37.99,1,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,1961,2359,4320,1024,23.33,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,1857,2246,4103,768,23.05,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,2061,2033,4094,768,20.49,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,0,0.375,False,1754,2061,3815,768,19.97,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,1,0.375,False,1755,1970,3725,768,17.98,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,2,0.375,False,2016,2214,4230,768,20.53,3,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,3697,3837,7534,768,35.5,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,3620,3811,7431,768,34.16,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,2,0.875,False,2912,2613,5525,768,25.47,4,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,0,0.375,False,2052,2240,4292,768,27.0,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,1,0.375,False,1832,2096,3928,768,25.79,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,2,0.375,False,1742,3850,5592,768,44.36,3,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,0,0.4583,False,8369,18273,26642,0,132.14,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,1,0.25,False,7167,14916,22083,0,128.83,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,2,0.4583,False,7801,12602,20403,0,97.91,4,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,0,0.25,False,818,2065,2883,640,21.38,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,1,0.25,False,818,5092,5910,768,38.85,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,2,0.25,False,818,5670,6488,768,54.11,1,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,0,0.25,False,4586,4658,9244,2432,46.38,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,1,0.25,False,4256,7301,11557,2432,71.61,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,2,0.25,False,4348,8200,12548,2432,79.96,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,0,0.25,False,4401,4270,8671,2432,40.88,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,1,0.25,False,5338,10178,15516,2560,92.27,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,2,0.4583,False,4538,5290,9828,2432,52.84,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,0,0.875,False,6852,6512,13364,2432,61.12,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,1,0.875,False,5686,12449,18135,2432,116.83,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,2,0.875,False,6529,5733,12262,2432,52.74,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,0,0.25,False,4640,6654,11294,2432,70.34,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,1,0.4583,False,4254,5579,9833,2432,58.0,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,2,0.4583,False,4632,11768,16400,2432,110.51,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,3029,4556,7585,0,35.26,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,2817,3283,6100,0,24.59,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,3025,8815,11840,0,67.81,3,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,0,0.375,False,584,1880,2464,384,13.72,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,1,1.0,True,584,3090,3674,512,22.71,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,2,1.0,True,584,1584,2168,512,11.55,1,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,0,0.1024,False,1946,1351,3297,1152,11.65,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,1,0.1024,False,1985,1057,3042,1152,10.67,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,2,0.7274,False,2099,1067,3166,1152,8.91,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,0,0.7274,False,1986,1027,3013,1152,9.74,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,1,0.7274,False,2042,1663,3705,1152,14.9,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,2,0.7274,False,2040,761,2801,1152,6.56,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,2721,2058,4779,1152,18.86,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,1,0.1435,False,2689,5560,8249,1152,45.88,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,2893,3103,5996,1152,26.2,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,0,0.1024,False,2004,2058,4062,1152,20.39,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,1,0.1024,False,1914,658,2572,1152,6.89,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,2,0.3107,False,2040,1335,3375,1152,12.15,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.526,False,4072,7192,11264,0,54.73,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.501,False,3741,11048,14789,0,93.89,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.5104,False,3935,10242,14177,0,89.19,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,0,0.501,False,606,3497,4103,512,21.72,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,1,0.4635,False,606,4552,5158,512,37.88,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,2,0.5052,False,606,3613,4219,512,31.57,1,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.4167,False,2491,2793,5284,1280,26.99,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.6042,False,2551,3095,5646,1280,29.08,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.5052,False,2367,2065,4432,1280,20.78,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,0,0.2083,False,2262,3021,5283,1408,30.25,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,1,0.6042,False,2514,4422,6936,1280,41.57,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,2,0.4167,False,2772,5929,8701,1280,56.51,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,0,0.625,False,3845,3278,7123,1152,26.13,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,1,0.8702,False,3576,4967,8543,1280,42.24,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,2,0.8125,False,4389,8964,13353,1280,70.59,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,0,0.2552,False,2496,3493,5989,1280,33.02,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,1,0.2458,False,2454,1364,3818,1280,14.21,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,2,0.2927,False,2578,5875,8453,1280,47.79,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,0,1.0,True,12692,9444,22136,0,75.12,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,1,1.0,True,12607,3171,15778,0,23.92,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,2,1.0,True,12530,6129,18659,0,47.39,3,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,0,1.0,True,3813,2868,6681,3712,23.51,1,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,1,1.0,True,3813,972,4785,3712,7.77,1,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,2,1.0,True,3813,1408,5221,3712,9.82,1,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,0,1.0,True,11658,1724,13382,10880,16.71,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,1,1.0,True,11625,4032,15657,10880,35.49,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,2,1.0,True,11583,3662,15245,10880,31.95,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,0,1.0,True,11665,2080,13745,10880,17.57,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,1,1.0,True,11823,2585,14408,10880,22.19,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,2,1.0,True,11612,2590,14202,10880,18.91,3,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,12409,2304,14713,10752,18.84,4,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,12581,3455,16036,10880,28.81,4,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,2,0.9583,False,12237,3804,16041,10880,32.81,4,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,0,1.0,True,11518,1740,13258,10880,16.57,3,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,1,1.0,True,11642,3337,14979,10880,31.25,3,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,2,1.0,True,11638,1756,13394,10880,15.69,3,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,5621,11180,16801,0,71.66,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,1,0.7917,False,5567,19037,24604,0,122.9,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,5434,9173,14607,0,67.83,2,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,0,0.7917,False,2618,6692,9310,2560,47.79,1,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,1,0.375,False,2618,1802,4420,2560,9.39,1,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,2,0.375,False,2618,6273,8891,2560,45.12,1,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,0,0.4167,False,5233,1177,6410,4864,9.07,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,1,0.0,False,5237,3580,8817,4864,25.75,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,2,0.0,False,5229,2324,7553,4864,18.69,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,0,0.4167,False,5231,3626,8857,4864,25.84,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,1,0.4167,False,5251,2922,8173,4864,21.83,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,2,0.4167,False,5215,2013,7228,4864,14.25,2,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,5812,5172,10984,4864,39.81,3,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,5843,8179,14022,4864,64.72,3,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,5787,4612,10399,4864,34.17,3,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,0,0.0,False,5246,3185,8431,4864,22.45,2,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,1,0.0,False,5231,2265,7496,4864,18.16,2,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,2,0.2083,False,5223,2010,7233,4864,14.24,2,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.5238,False,3856,7826,11682,0,66.4,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.4926,False,3800,13264,17064,0,114.43,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.5759,False,3670,7406,11076,0,68.97,3,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,0,0.3676,False,669,2760,3429,512,25.19,1,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,1,0.5238,False,669,4500,5169,640,40.62,1,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,2,0.4926,False,669,2646,3315,640,25.78,1,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.3363,False,2330,4215,6545,1280,42.53,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.3676,False,2715,11906,14621,1280,99.41,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.3363,False,2524,4369,6893,1664,40.34,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,0,0.3363,False,2632,2781,5413,1280,27.15,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,1,0.3363,False,2507,4177,6684,1664,35.1,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,2,0.3363,False,2571,3621,6192,1280,35.14,3,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,0,0.8051,False,3444,5808,9252,1152,53.32,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,1,0.809,False,3923,12302,16225,1280,103.86,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,2,0.809,False,3477,6137,9614,1280,58.51,4,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,0,0.1562,False,3087,4788,7875,1280,43.95,3,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,1,0.3363,False,2664,5401,8065,1280,44.66,3,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,2,0.4196,False,2918,4190,7108,1280,37.59,3,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,8635,14014,22649,0,118.68,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,9135,20471,29606,0,167.48,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,8941,23918,32859,0,187.84,4,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,0,0.375,False,754,5770,6524,640,47.38,1,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,1,0.375,False,754,2636,3390,640,22.04,1,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,2,0.375,False,754,10260,11014,640,91.1,1,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,0,0.5,False,5740,4302,10042,3072,41.79,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,1,0.3438,False,4665,3607,8272,2304,31.77,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,2,0.25,False,5115,5274,10389,2432,42.96,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,0,0.375,False,4598,4575,9173,2304,40.2,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,1,0.375,False,5123,3975,9098,2304,34.97,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,2,0.3438,False,5379,4517,9896,2432,42.0,4,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,0,0.875,False,5925,7523,13448,2176,59.52,5,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,1,0.875,False,7496,8800,16296,2304,67.69,5,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,2,0.5,False,7302,6728,14030,2304,46.97,5,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,0,0.375,False,4576,2708,7284,2304,26.43,4,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,1,0.375,False,4399,3246,7645,2304,28.61,4,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,2,0.375,False,4603,3658,8261,2304,34.73,4,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,0,0.8125,False,4431,5327,9758,0,37.21,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,1,0.625,False,4059,5057,9116,0,39.82,3,""
t-DOC-L-01,document,low_coupling,single_refine_k,deepseek-v4-flash,2,0.8125,False,4160,4298,8458,0,35.4,3,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,0,0.8125,False,997,3444,4441,896,23.63,1,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,1,0.8125,False,997,3902,4899,896,27.74,1,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,2,0.625,False,997,3253,4250,896,23.24,1,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,0,0.8125,False,4332,3527,7859,2944,24.87,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,1,0.8125,False,4128,2902,7030,2944,20.64,3,""
t-DOC-L-01,document,low_coupling,team_blackboard,deepseek-v4-flash,2,0.8125,False,4143,2916,7059,2432,20.36,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,0,0.8125,False,4060,3316,7376,2432,27.07,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,1,0.6667,False,4381,2671,7052,2432,18.87,3,""
t-DOC-L-01,document,low_coupling,team_concat,deepseek-v4-flash,2,0.8125,False,4144,2362,6506,2432,17.31,3,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,0,0.8125,False,6341,4375,10716,2304,31.73,4,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,1,0.8125,False,6728,5697,12425,2432,45.07,4,""
t-DOC-L-01,document,low_coupling,team_integrator,deepseek-v4-flash,2,0.8125,False,5815,5736,11551,2432,46.28,4,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,0,0.8125,False,4351,2143,6494,2432,17.34,3,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,1,0.8125,False,4356,3457,7813,2432,27.09,3,""
t-DOC-L-01,document,low_coupling,team_last,deepseek-v4-flash,2,0.625,False,4053,1871,5924,2432,15.05,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.6042,False,4594,15445,20039,0,137.75,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.7292,False,4617,13676,18293,0,126.13,3,""
t-DOC-M-02,document,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.7292,False,5109,15709,20818,0,135.99,3,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,0,0.7292,False,499,6059,6558,384,57.77,1,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,1,0.7292,False,499,6226,6725,384,62.19,1,""
t-DOC-M-02,document,medium_coupling,single,deepseek-v4-flash,2,0.7292,False,499,4635,5134,384,49.21,1,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.3958,False,3226,3412,6638,896,33.58,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.3958,False,2948,2383,5331,1408,23.09,3,""
t-DOC-M-02,document,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.3958,False,3013,3337,6350,896,36.54,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,0,0.6042,False,3089,2423,5512,896,26.04,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,1,0.6042,False,2838,2659,5497,896,28.49,3,""
t-DOC-M-02,document,medium_coupling,team_concat,deepseek-v4-flash,2,0.6042,False,2979,3141,6120,1408,33.88,3,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,5294,8694,13988,1280,69.94,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,4916,5008,9924,896,45.29,4,""
t-DOC-M-02,document,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,4750,7251,12001,896,59.44,4,""
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,0,0.3958,False,3036,2385,5421,896,27.93,3,""
t-DOC-M-02,document,medium_coupling,team_last,deepseek-v4-flash,1,0.3958,False,2982,2622,5604,896,29.67,3,""
