task_id,office_type,task_type,mode,model,seed,Q,TMS,prompt_tokens,completion_tokens,total_tokens,cached_tokens,elapsed,llm_calls,error
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,0,0.375,False,413,6053,6466,0,55.29,1,""
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,1,0.375,False,413,1741,2154,384,21.18,1,""
t-CONTENT-M-02,content,medium_coupling,single,deepseek-v4-flash,2,0.375,False,413,1473,1886,384,18.0,1,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,4721,10875,15596,0,115.75,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,5398,5338,10736,0,63.31,4,""
t-CONTENT-M-02,content,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,5354,10318,15672,0,116.02,4,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.5833,False,3195,10626,13821,0,96.01,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,3787,8361,12148,0,71.7,3,""
t-CONTENT-M-02,content,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,3199,13521,16720,0,111.07,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,1703,3031,4734,768,33.38,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,1423,1122,2545,896,14.85,3,""
t-CONTENT-M-02,content,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,1476,914,2390,896,12.15,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,0,0.375,False,1532,1341,2873,768,16.16,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,1,0.375,False,1347,938,2285,896,11.77,3,""
t-CONTENT-M-02,content,medium_coupling,team_concat,deepseek-v4-flash,2,0.375,False,1359,889,2248,896,10.41,3,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,2426,4064,6490,640,39.21,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,2715,2321,5036,896,23.53,4,""
t-CONTENT-M-02,content,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,2591,2548,5139,896,28.77,4,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,0,0.375,False,1334,1054,2388,768,12.18,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,1,0.375,False,1528,1098,2626,768,13.46,3,""
t-CONTENT-M-02,content,medium_coupling,team_last,deepseek-v4-flash,2,0.375,False,1455,965,2420,896,12.12,3,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,0,0.375,False,745,6964,7709,0,67.26,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,1,0.5833,False,745,7802,8547,640,68.67,1,""
t-CROSS-H-03,cross_dept,high_coupling,single,deepseek-v4-flash,2,0.5833,False,745,5729,6474,640,51.7,1,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,7556,32068,39624,0,291.69,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,7151,29764,36915,0,269.15,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,8182,27233,35415,0,242.74,5,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,7087,25787,32874,0,216.05,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,1,0.5833,False,10228,34199,44427,0,259.41,4,""
t-CROSS-H-03,cross_dept,high_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,9165,31557,40722,0,249.25,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,4051,3238,7289,2560,35.07,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,4616,5587,10203,2816,57.01,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,4813,3439,8252,3200,35.36,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,0,0.375,False,4661,3839,8500,3072,40.24,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,1,0.375,False,3581,8928,12509,2432,85.94,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_concat,deepseek-v4-flash,2,0.375,False,4691,3423,8114,2816,37.88,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,4925,4683,9608,1920,44.13,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,5859,7501,13360,2944,70.61,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,5254,4271,9525,2560,40.14,5,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,0,0.375,False,4030,2595,6625,2816,26.39,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,1,0.375,False,4022,2432,6454,2816,27.26,4,""
t-CROSS-H-03,cross_dept,high_coupling,team_last,deepseek-v4-flash,2,0.375,False,4863,3264,8127,3200,35.19,4,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,0,1.0,True,506,1948,2454,0,16.62,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,1,1.0,True,506,2430,2936,384,20.71,1,""
t-CROSS-L-01,cross_dept,low_coupling,single,deepseek-v4-flash,2,0.375,False,506,1744,2250,384,13.21,1,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,0,1.0,True,2856,3963,6819,0,31.8,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,3215,5294,8509,0,42.86,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_bon_k,deepseek-v4-flash,2,0.375,False,3129,5670,8799,0,46.46,4,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,2537,8752,11289,0,75.05,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,2589,4546,7135,0,36.96,3,""
t-CROSS-L-01,cross_dept,low_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,2336,11195,13531,0,84.23,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,1531,396,1927,1152,4.27,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,1483,289,1772,1280,3.59,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,1528,416,1944,1152,4.57,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,0,1.0,True,1525,400,1925,1152,4.88,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,1,1.0,True,1483,309,1792,1152,4.22,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_concat,deepseek-v4-flash,2,1.0,True,1516,425,1941,1152,5.02,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,1968,771,2739,384,8.75,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,1,0.375,False,1926,587,2513,1152,7.19,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,2373,1043,3416,1280,8.82,4,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,0,0.375,False,1531,412,1943,1152,4.38,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,1,0.375,False,1455,430,1885,1152,4.91,3,""
t-CROSS-L-01,cross_dept,low_coupling,team_last,deepseek-v4-flash,2,0.375,False,1516,317,1833,1152,4.49,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,0,0.7917,False,547,3712,4259,0,35.33,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,1,0.7917,False,547,3451,3998,512,32.44,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single,deepseek-v4-flash,2,0.7917,False,547,5114,5661,512,45.52,1,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.7917,False,4712,12116,16828,0,116.17,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.7917,False,5359,9630,14989,0,89.92,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.7917,False,5118,13837,18955,0,121.22,4,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.7917,False,3809,17384,21193,0,150.64,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.7917,False,4642,16631,21273,0,143.29,3,""
t-CROSS-M-02,cross_dept,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.7917,False,4848,9798,14646,0,82.1,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.5833,False,2106,1339,3445,1280,13.87,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.7917,False,2093,1204,3297,1152,13.01,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.7917,False,2242,1789,4031,1152,18.44,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,0,0.375,False,2029,968,2997,1280,11.93,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,1,0.5833,False,2454,3221,5675,1280,31.15,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_concat,deepseek-v4-flash,2,0.5833,False,2084,1291,3375,1280,16.7,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,3506,2981,6487,896,26.49,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,3653,2687,6340,1280,21.97,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,3599,3014,6613,1280,25.37,4,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,0,0.5833,False,2123,1174,3297,1280,12.62,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,1,0.375,False,2001,1103,3104,1280,13.16,3,""
t-CROSS-M-02,cross_dept,medium_coupling,team_last,deepseek-v4-flash,2,0.375,False,1960,1149,3109,1280,12.68,3,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,0,1.0,True,3748,1179,4927,0,9.87,1,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,1,1.0,True,3748,4950,8698,3712,37.3,1,""
t-DATA-H-03,data,high_coupling,single,deepseek-v4-flash,2,1.0,True,3748,1403,5151,3712,12.31,1,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,0,1.0,True,13103,7371,20474,0,59.47,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,1,1.0,True,13007,6834,19841,0,54.71,4,""
t-DATA-H-03,data,high_coupling,single_bon_k,deepseek-v4-flash,2,1.0,True,13155,12709,25864,0,83.98,4,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,0,1.0,True,12644,6836,19480,0,53.53,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,1,1.0,True,12464,9120,21584,0,72.38,3,""
t-DATA-H-03,data,high_coupling,single_refine_k,deepseek-v4-flash,2,1.0,True,12583,4472,17055,0,36.66,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,0,1.0,True,11518,2402,13920,10752,17.63,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,1,1.0,True,11514,1439,12953,10752,12.23,3,""
t-DATA-H-03,data,high_coupling,team_blackboard,deepseek-v4-flash,2,1.0,True,11387,1445,12832,10880,12.04,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,0,1.0,True,11420,2423,13843,10880,19.45,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,1,1.0,True,11300,1744,13044,10880,16.63,3,""
t-DATA-H-03,data,high_coupling,team_concat,deepseek-v4-flash,2,1.0,True,11502,1551,13053,10752,13.37,3,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,12162,4909,17071,7296,38.81,4,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,11906,2894,14800,10752,23.66,4,""
t-DATA-H-03,data,high_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,12446,2074,14520,10752,16.19,4,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,0,1.0,True,11532,2549,14081,10752,20.51,3,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,1,1.0,True,11528,1491,13019,10752,13.68,3,""
t-DATA-H-03,data,high_coupling,team_last,deepseek-v4-flash,2,1.0,True,11230,745,11975,10752,8.13,3,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,0,0.375,False,2564,6218,8782,0,35.62,1,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,1,0.375,False,2564,6163,8727,2560,45.31,1,""
t-DATA-L-01,data,low_coupling,single,deepseek-v4-flash,2,0.7917,False,2564,4332,6896,2560,31.0,1,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,0,0.375,False,6095,10165,16260,0,61.8,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,1,0.375,False,6907,17244,24151,0,115.57,3,""
t-DATA-L-01,data,low_coupling,single_bon_k,deepseek-v4-flash,2,0.5833,False,6832,19822,26654,0,137.04,3,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,6499,9460,15959,0,55.77,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,1,0.375,False,6372,18051,24423,0,134.48,2,""
t-DATA-L-01,data,low_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,5497,22842,28339,0,180.88,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,0,0.375,False,5074,1953,7027,4864,15.29,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,1,0.375,False,5101,2165,7266,4864,16.06,2,""
t-DATA-L-01,data,low_coupling,team_blackboard,deepseek-v4-flash,2,0.375,False,5127,2888,8015,4864,20.94,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,0,0.7917,False,5088,2589,7677,4864,18.27,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,1,0.7917,False,5084,4204,9288,4864,28.61,2,""
t-DATA-L-01,data,low_coupling,team_concat,deepseek-v4-flash,2,0.7917,False,5106,3376,8482,4864,26.58,2,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,5521,3690,9211,2432,28.46,3,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,5525,5305,10830,4864,41.78,3,""
t-DATA-L-01,data,low_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,5646,2685,8331,4864,21.32,3,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,0,0.375,False,5117,1930,7047,4864,13.75,2,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,1,0.375,False,5102,2541,7643,4864,18.57,2,""
t-DATA-L-01,data,low_coupling,team_last,deepseek-v4-flash,2,0.375,False,5084,1443,6527,4864,11.09,2,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,0,0.5312,False,598,2831,3429,0,26.86,1,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,1,0.6875,False,598,2062,2660,512,16.71,1,""
t-DATA-M-02,data,medium_coupling,single,deepseek-v4-flash,2,0.6875,False,598,6996,7594,512,61.68,1,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,0,0.8438,False,4670,7262,11932,0,72.88,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,1,0.6875,False,4562,7797,12359,0,71.59,4,""
t-DATA-M-02,data,medium_coupling,single_bon_k,deepseek-v4-flash,2,0.6875,False,4919,7698,12617,0,74.76,4,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,0,0.6875,False,3647,10966,14613,0,89.92,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,1,0.6875,False,4069,13747,17816,0,111.74,3,""
t-DATA-M-02,data,medium_coupling,single_refine_k,deepseek-v4-flash,2,0.6875,False,4217,12247,16464,0,104.3,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,0,0.5312,False,2131,876,3007,1536,9.3,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,1,0.5312,False,2421,1139,3560,1536,10.88,3,""
t-DATA-M-02,data,medium_coupling,team_blackboard,deepseek-v4-flash,2,0.5312,False,2095,1128,3223,1408,12.59,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,0,0.5312,False,2058,880,2938,1408,9.17,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,1,0.375,False,1951,636,2587,1152,7.43,3,""
t-DATA-M-02,data,medium_coupling,team_concat,deepseek-v4-flash,2,0.5312,False,2012,774,2786,1408,9.37,3,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,2930,2487,5417,768,26.21,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,2845,1926,4771,1408,19.61,4,""
t-DATA-M-02,data,medium_coupling,team_integrator,deepseek-v4-flash,2,1.0,True,2755,2391,5146,1408,24.23,4,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,0,0.5312,False,2102,873,2975,1408,9.5,3,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,1,0.5312,False,2209,1098,3307,1408,12.28,3,""
t-DATA-M-02,data,medium_coupling,team_last,deepseek-v4-flash,2,0.5312,False,2201,1194,3395,1152,13.74,3,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,0,0.5,False,683,6405,7088,0,58.0,1,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,1,0.5,False,683,9445,10128,640,88.72,1,""
t-DOC-H-03,document,high_coupling,single,deepseek-v4-flash,2,0.5,False,683,4888,5571,640,48.99,1,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,0,0.5,False,9609,26908,36517,0,240.64,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,1,0.5,False,9683,28093,37776,0,249.77,5,""
t-DOC-H-03,document,high_coupling,single_bon_k,deepseek-v4-flash,2,0.5,False,8439,33584,42023,0,324.14,5,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,0,0.375,False,9677,29417,39094,0,248.78,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,1,0.5,False,7506,17671,25177,0,149.93,4,""
t-DOC-H-03,document,high_coupling,single_refine_k,deepseek-v4-flash,2,0.375,False,9488,33030,42518,0,271.03,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,0,0.75,False,4690,2286,6976,3200,21.61,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,1,0.5,False,4824,3154,7978,2816,34.01,4,""
t-DOC-H-03,document,high_coupling,team_blackboard,deepseek-v4-flash,2,0.5,False,4215,2455,6670,2944,24.86,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,0,0.625,False,3968,2182,6150,2560,23.86,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,1,0.625,False,4772,2426,7198,2816,24.68,4,""
t-DOC-H-03,document,high_coupling,team_concat,deepseek-v4-flash,2,0.5,False,3974,2252,6226,2560,23.68,4,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,0,1.0,True,6725,6021,12746,2304,53.79,5,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,1,1.0,True,7087,7601,14688,2816,63.78,5,""
t-DOC-H-03,document,high_coupling,team_integrator,deepseek-v4-flash,2,0.375,False,6195,10648,16843,2816,87.32,5,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,0,0.5,False,4455,4981,9436,2944,48.8,4,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,1,0.5,False,4365,4129,8494,2944,41.53,4,""
t-DOC-H-03,document,high_coupling,team_last,deepseek-v4-flash,2,0.5,False,3977,2223,6200,2816,24.33,4,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,0,1.0,True,943,1839,2782,0,14.1,1,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,1,1.0,True,943,1070,2013,896,9.51,1,""
t-DOC-L-01,document,low_coupling,single,deepseek-v4-flash,2,1.0,True,943,1926,2869,896,16.83,1,""
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,0,1.0,True,4232,2653,6885,0,25.95,4,""
t-DOC-L-01,document,low_coupling,single_bon_k,deepseek-v4-flash,1,1.0,True,4444,5994,10438,0,51.73,4,""
